order_id,house_number,road,suburb,state_district,state,postcode,city
cc2ccfccf581627a6f33a8ab6849bd76,,"МКАД, 47-й километр",район Тропарёво-Никулино,Западный административный округ,Москва,119606,
f54e0f9a7e215ce9653b848044dc03a3,72 к3,Ленинградский проспект,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
ec9db9bb89474d02ee5951f8304598c4,39 с79,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
1cc5590665fabeda0bea7ba409067fec,72 к3,Ленинградский проспект,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
5d8455f6f0b4ea4aa13f29c3b714e866,72 к3,Ленинградский проспект,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
fa2d901d4365787502597f115fdf195d,24 к2,улица Героев Панфиловцев,Северное Тушино,Северо-Западный административный округ,Москва,125373,район Северное Тушино
207d3c433376c346d61e7cba98c7a178,65 к4,Сиреневый бульвар,Восточное Измайлово,Восточный административный округ,Москва,105523,район Восточное Измайлово
55cae44ceb00cb7ea2bbd2f0f22da74a,48,Изюмская улица,район Южное Бутово,Юго-Западный административный округ,Москва,142718,
7d19b1e8cc012bfb0e841c84e55567f7,77,улица Удальцова,Проспект Вернадского,Западный административный округ,Москва,119415,район Проспект Вернадского
8443bfa09485c49d97ef3a7ec9b36c6b,,улица Покрышкина,район Тропарёво-Никулино,Западный административный округ,Москва,119602,
9890812c47fe7d07d1b85aba5d40ee2d,23,проспект Андропова,Коломенка,Южный административный округ,Москва,115114,район Нагатинский Затон
5f69501a70b80688a84d0dfc9526aa1d,11 с1,улица Орджоникидзе,Донской,Южный административный округ,Москва,115419,Донской район
a047aeb9637971f4182daf4b1ad1c751,6,2-я Новоостанкинская улица,Останкинский район,Северо-Восточный административный округ,Москва,129075,
2c7e9cdcbc34b16c439f4612cccddd66,72 к3,Ленинградский проспект,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
1861be3affed144dc090e9a9557f65e7,,Ленинградский проспект,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
37bc9d37ffdae8df50e574e9e77dee3b,5/2,улица Наташи Ковшовой,Очаково,Западный административный округ,Москва,121357,район Очаково-Матвеевское
5465a88dc02d07afb896300109372377,7 к1,Малая Черкизовская улица,Преображенское,Восточный административный округ,Москва,105187,район Преображенское
0cb1d7ba886f98381157fe96d29c6d63,11,Варшавское шоссе,Канатчиково,Южный административный округ,Москва,115191,Донской район
6199ec132d1c9bede5225b9e6db7b5a6,,,Молодцы,Новомосковский административный округ,Москва,108851,поселение Рязановское
079a43da8155dfdbc46822943e2454ee,5 к2,Михневская улица,район Бирюлёво Восточное,Южный административный округ,Москва,115547,
c18691909db3ad0b07cf9dc280984452,,Ленинский проспект,район Тёплый Стан,Юго-Западный административный округ,Москва,117513,
7e4b8a9f951e2a35ed2046e7e9be10a2,22/10 к1,Профсоюзная улица,Академический,Юго-Западный административный округ,Москва,117292,Академический район
5a12b8eead7d9ae79a54b5d77e030b52,72 к2,Ленинградский проспект,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
39c2148a01e26206dc1b032cf22751d8,54,Ленинградский проспект,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
6bbb498d2bc4452a0c86a9329e5d31b0,5,Комсомольская площадь,Красносельский район,Центральный административный округ,Москва,107140,
032e6af899835f27b2f274e925ef40f9,8,Профсоюзная улица,,,Московская область,142100,Подольск
511d2f7a314ce17766383ff3a753d60b,,Лазоревый проезд,Свиблово,Северо-Восточный административный округ,Москва,129323,район Свиблово
017ec405153b4dafb18be6d00a55b453,72 к3,Ленинградский проспект,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
4d86770ff3c028ae8928ee794e74fb73,22,улица Авиаторов,Солнцево,Западный административный округ,Москва,119620,район Солнцево
3e3029fd1131d7d6a8856630b3d360e0,55,Ярославское шоссе,Ярославский район,Северо-Восточный административный округ,Москва,129337,
b65fa8682a8267ca80f0c52b3a324584,18,улица Большая Якиманка,район Якиманка,Центральный административный округ,Москва,115054,
b3d9e676f85dc2dba2a0f198eb06edd8,11 с1,Поварская улица,район Арбат,Центральный административный округ,Москва,121069,
ff5b10aaf066530dacb0f5e788710805,55,улица Архитектора Власова,Обручевский,Юго-Западный административный округ,Москва,117630,Обручевский район
f90e21f8923a8e2b158e6e551520db27,6,Благовещенский переулок,Тверской район,Центральный административный округ,Москва,123001,
bb497093b1df9dc2575f115b0bfcd65e,33 к1,Туристская улица,Северное Тушино,Северо-Западный административный округ,Москва,121357,район Северное Тушино
9c3379f222bf435cb57bce4e6be48291,26,"МКАД, 106-й километр",,Восточный административный округ,Москва,105203,район Восточное Измайлово
a92786988001c1c502ec33341cd77cd8,31/45,Новогиреевская улица,,Восточный административный округ,Москва,111397,район Перово
d2979b7b34fb22738fe3dbea24463158,,Чоботовская улица,Ново-Переделкино,Западный административный округ,Москва,119634,район Ново-Переделкино
0d0e8284fc255254db62bd2fca917149,124,Ярославское шоссе,Ярославский район,Северо-Восточный административный округ,Москва,129337,
bb4cd8a122e2b87d50ee3b257aea6b69,27 к1,улица 50 лет Октября,Солнцево,Западный административный округ,Москва,119619,район Солнцево
4fb929ec2fdaba3f5251947bff724f46,56А,Нижегородская улица,Нижегородский,Юго-Восточный административный округ,Москва,109052,Нижегородский район
72d0e6c11a2e7eb01ca5c7a119c98b37,,Ленинградский проспект (дублёр),Сокол,Северный административный округ,Москва,125167,район Сокол
4c6a3e29fd8c4ff98120963eea504565,72 к3,Ленинградский проспект,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
d039194b786596304cb2f7f8dcc627ae,5А с2,Новодмитровская улица,Бутырский,Северо-Восточный административный округ,Москва,127015,Бутырский район
7ac689fcc5fe5d1edd541966abf190f4,20,улица Щипок,район Замоскворечье,Центральный административный округ,Москва,115054,
42ad6dacfbf733d40cefa0dc11420be8,9 с2,Новоспасский переулок,Таганский район,Центральный административный округ,Москва,115172,
9b8521a201c903a042d7f024218f7537,24 к1,Севастопольский проспект,,Юго-Западный административный округ,Москва,117209,район Черёмушки
ab05925d7bf5259fe4690a87938390e1,16,улица Панфилова,Новобутаково,,Московская область,141407,Химки
aba48294c2151d05c1d59c340409d558,,проспект Андропова,Коломенка,Южный административный округ,Москва,115114,район Нагатинский Затон
cdcf9117aa1f387deed54836514173c2,57,Большая Академическая улица,Коптево,Северный административный округ,Москва,125167,район Коптево
b7cb2562495e4d73449223e696b4d866,,Балаклавский проспект,,Южный административный округ,Москва,117452,Нагорный район
32afd35d924848655551bd28cdc62f23,154 к4,Профсоюзная улица,район Тёплый Стан,Юго-Западный административный округ,Москва,117465,
66a9f6e626342dfe43a47ee46a2cc412,1 к3,Спасская улица,,Северо-Западный административный округ,Москва,143405,район Митино
bd56a980a597c302f6cce84641d960aa,,,,Северный административный округ,Москва,125167,район Аэропорт
c046ce6d364f0c4c898c8d08b7eae7db,20 с5,1-я Миусская улица,Тверской район,Центральный административный округ,Москва,125047,
6f3b3dfe7d76c74f24c996250f43e8d9,,Бутырская улица,Бутырский,Северо-Восточный административный округ,Москва,127015,Бутырский район
2515d7ee5b7eebfe62a295cef983e4b4,1 к1,Россошанская улица,район Чертаново Южное,Южный административный округ,Москва,117535,
2890f6fa0d68fcecf4b926086942ec91,46 к2,Севанская улица,район Царицыно,Южный административный округ,Москва,115516,
da41b620128557ad7a192e29809f8308,26 с1,улица Бутырский Вал,Тверской район,Центральный административный округ,Москва,125047,
bf5b629122930af3cfc0ef2789bae959,,улица Речников,Нагатино,Южный административный округ,Москва,115142,район Нагатинский Затон
3234beaa96c922075556410f775386af,61 с1,Профсоюзная улица,район Черёмушки,Юго-Западный административный округ,Москва,117420,район Черёмушки
0922b2ff9f7293910e0f827b0cbbaade,6,Тверская улица,Тверской район,Центральный административный округ,Москва,125009,
a4bba3ab1201f05a381c535ebcf047cd,,улица Авиаконструктора Микояна,Хорошёвский район,Северный административный округ,Москва,125167,
d3622eddcd8f59e6a49fa75c45f2442a,7,улица Грибоедова,Кудринка,,Московская область,141207,городское поселение Пушкино
5471a8a3067774e7315a474e03ca947d,4,Тепличный переулок,район Щукино,Северо-Западный административный округ,Москва,123298,
cc1a15686b6417470ccf10748e395667,5,улица Шухова,Донской,Южный административный округ,Москва,115162,Донской район
ab5ee8369063b93f1e4f3eb1296e4ef2,7 с1,улица 1905 года,Пресненский район,Центральный административный округ,Москва,123317,
bd837f7362196bea8c8df5f1b4a2e811,9,Гусятников переулок,Красносельский район,Центральный административный округ,Москва,101000,
80bd0a115634d98e92d4f08d8ccb80be,7,Тверская улица,Тверской район,Центральный административный округ,Москва,125009,
e7a268a45a87dd5e911b633aeeda2912,6,проспект Вернадского,район Раменки,Западный административный округ,Москва,119311,
a36cba6c2ce8cb6dbd8d3de72256030a,20 к2,Выборгская улица,Войковский,Северный административный округ,Москва,125212,Войковский район
40bd0fee6d3178654a50b7201479ab7e,9 к1,Нагатинская улица,Нагатино-Садовники,Южный административный округ,Москва,115114,район Нагатино-Садовники
a11ac289cbfdc97fbf9b563a3b6b4855,32,9-я Парковая улица,район Измайлово,Восточный административный округ,Москва,105122,
051f7533451fe64247c009a201dce12a,4,улица Рогожский Вал,Таганский район,Центральный административный округ,Москва,109147,
8b719623a664fd66f1b13762e06b338e,22,улица Тимура Фрунзе,район Хамовники,Центральный административный округ,Москва,119034,
0a4abf00447d4325204439b010ef0d91,,Каширское шоссе,Орехово-Борисово,Южный административный округ,Москва,115569,район Орехово-Борисово Северное
5b2269d7e7f88deff4d30e0906117855,39 с3,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
047ffd16bba03f304f2058f8c89220b3,33А,Ленинградский проспект,Беговой,Северный административный округ,Москва,125167,район Беговой
22446f1c77644d729bee694b2ad55304,3 с5,Складочная улица,Марьина Роща,Северо-Восточный административный округ,Москва,127422,район Марьина Роща
f30cc32c25339ad159c98e30e6c2fb90,13 к4,улица Строителей,Ломоносовский,Юго-Западный административный округ,Москва,119311,Ломоносовский район
5d6b15a5d82e1ab1285621851dde5603,,Новотушинская улица,,,Московская область,143441,
fe4fb61075581669f0202c16e07c29bc,61А,Большая Грузинская улица,Пресненский район,Центральный административный округ,Москва,123056,
3b9e61c9b44f705ad5c8589f5fe97c9f,12 к3,Коломенская улица,Нагатинский Затон,Южный административный округ,Москва,115142,район Нагатинский Затон
6b2e9f6d168e472a7f8a880cf347003b,4,Старый Зыковский проезд,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
acad5dad38f1de82ca1b22867f1ad8a3,58,Южнобутовская улица,район Южное Бутово,Юго-Западный административный округ,Москва,117624,
e4bc8571e749c90a44ad0bb422dccb13,24/7,Мясницкая улица,Красносельский район,Центральный административный округ,Москва,115054,
93bb0e3e9899a623df1501b728646be6,13,Планетная улица,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
c5376fa9441352161274188ee9b78aee,24 с1,Комсомольский проспект,район Хамовники,Центральный административный округ,Москва,123317,
c26d6c599d92f22e61eb2d0c80fe01c7,19,Садовая-Кудринская улица,Кудрино,Центральный административный округ,Москва,123056,Москва
881011b468fbcde252b7aa6d0373884e,23 с2,Новая Басманная улица,Басманный район,Центральный административный округ,Москва,105094,
8ebcc74d76189d78c638cb80c9555ad8,,,район Крюково,Зеленоградский административный округ,Москва,124683,
2b298d97664cca07a725229de1a86edf,4,Севанская улица,район Царицыно,Южный административный округ,Москва,115516,
dc05bf930a2d8d32b87b6636146c9506,10 к1,Реутовская улица,Вешняки,Восточный административный округ,Москва,111539,район Вешняки
6d883931e6ef68cb2068b05e66e76a80,,Чистый переулок,Плющиха,Центральный административный округ,Москва,119034,Москва
a876020843d1123eb8bfa3e84d3bdf76,10,5-й Войковский проезд,Войковский,Северный административный округ,Москва,125171,Войковский район
e8907d5a76e7e0828d8711fd9b112b87,8,2-й Саратовский проезд,район Текстильщики,Юго-Восточный административный округ,Москва,109125,
a26124f70fe3a473249facba8029857d,3 к2,Пулковская улица,Головинский,Северный административный округ,Москва,125565,Головинский район
ea56e5fe9865b55f68721c76a95cef40,27,Борисовская улица,,Восточный административный округ,Москва,105187,район Соколиная Гора
0a72cf6b8091930222e687391cb09658,4,улица Котовского,,Восточный административный округ,Московская область,143969,район Новокосино
152bf1d30391eeff88789f7f21977ab5,,"МКАД, 24-й километр",Орехово-Борисово Южное,Южный административный округ,Москва,115582,район Орехово-Борисово Южное
bcf195a7b9316c9f212055e34e64b81f,4,Михневская улица,район Бирюлёво Восточное,Южный административный округ,Москва,115547,
189d7e6b550bc71885ab8f3239f22571,9,Новосущёвская улица,Марьина Роща,Центральный административный округ,Москва,127055,район Марьина Роща
17ad57b9eca71b9750e8ed664070cfaf,14 к1,Ленинградский проспект,Беговой,Северный административный округ,Москва,125167,район Беговой
0ec9392cb66f47a6c678a3fe5462f3bd,6А,Берёзовая аллея,Матушкино,Зеленоградский административный округ,Москва,124482,район Матушкино
5d25a1bb1c7b24cf75021e082c404bbf,32,улица Островитянова,Коньково,Юго-Западный административный округ,Москва,117647,район Коньково
5bd941c75d1666687a07db3042f17ee9,,Смольная улица,Левобережный,Северный административный округ,Москва,125195,район Левобережный
cd789fa867d7089141e26381350660d8,,Берёзовая аллея,Отрадное,Северо-Восточный административный округ,Москва,127427,район Отрадное
2093c92dec897d23a6a4c636cce37b0b,4 с3,Алма-Атинская улица,Братеево,Южный административный округ,Москва,115408,район Братеево
064153fb65c98581055f7ed375c83a9c,12,проспект Академика Туполева,микрорайон Авиационный,,Московская область,142007,Домодедово
ad0a4c2180fb10337074fb899264d34e,14 к4,улица Академика Янгеля,район Чертаново Южное,Южный административный округ,Москва,117534,
a3525a615630cec7443b6f33fdf07a79,10 к1,Комсомольская улица,Южный Реутов,,Московская область,143969,
f8f0caaffffea402a77282bdba7c40c9,3 к1,Саянская улица,район Ивановское,Восточный административный округ,Москва,111578,
0faf42125ec6e6fe75a4a00d3a7becb6,,6-я Радиальная улица,район Бирюлёво Восточное,Южный административный округ,Москва,115404,
e8fd05dae194e7ef16aea9731b39849e,5,улица Маршала Соколовского,район Щукино,Северо-Западный административный округ,Москва,123060,
5460f5a64b59e4bb00e1f939b1c95960,10,Новокрюковская улица,район Крюково,Зеленоградский административный округ,Москва,124482,
93088d4efd9147431bb9d152f2de3dc4,2,улица Хачатуряна,Отрадное,Северо-Восточный административный округ,Москва,127562,район Отрадное
feed48ebdd7cd721fe3100e4ce938b5b,16,7-я Кожуховская улица,Кожухово,Юго-Восточный административный округ,Москва,115193,Южнопортовый район
45204d502a1abe8c86de14b4add833ca,14,улица Чайковского,Южный,,Московская область,141733,
5c9487c91d7d7dd9b1fda33477390fd8,16,,Военный Городок Павшино,,Московская область,143405,Красногорск
3e9fafc9dee3e2a34e9b771dc9ed1c92,12 к1,улица Академика Арцимовича,Беляево-Богородское,Юго-Западный административный округ,Москва,117437,район Коньково
805b6eb11c1c5f984e96d4c614d8fa3d,,проезд Серебрякова,Свиблово,Северо-Восточный административный округ,Москва,127427,район Свиблово
ca2ebfa45c4c77b0ecbcaa24bc053e5b,4 к1,Балаклавский проспект,,Южный административный округ,Москва,117452,Нагорный район
fb6ac407bff48ac2a290be3873c3a298,3 к3,3-й Некрасовский проезд,Новая Деревня,,Московская область,141207,Пушкино
0093fae85386a01d152bd7f68d835605,13 к2,Бирюлёвская улица,район Бирюлёво Восточное,Южный административный округ,Москва,115569,
36278bb57dce61bd24b2ebdb784e9bb8,30,Новогиреевская улица,,Восточный административный округ,Москва,111397,район Перово
d83b2e4365669d5d45b31d0bac6bb773,,,микрорайон 1 Мая,,Московская область,143960,Балашиха
a952d6515a853f56050c50fbdfcd437b,,улица Грекова,Северное Медведково,Северо-Восточный административный округ,Москва,127543,район Северное Медведково
f9637e594e964f2d7ae96ed2e53c1811,18,улица Трёхгорный Вал,Пресненский район,Центральный административный округ,Москва,123022,
711e7ab3a9a5b1fa3822f95640e81177,3,улица Фотиевой,Гагаринский,Юго-Западный административный округ,Москва,119333,Гагаринский район
641d141faec12d007eae2cc7520f236f,25,,Люберецкие поля,Юго-Восточный административный округ,Москва,111674,район Некрасовка
6a8c2f4c61b8e576a9dea03d2f3d5d19,,,район Ховрино,Северный административный округ,Москва,125475,
983f01975d6de3d9aecc1405caca1a99,,проспект Защитников Москвы (боковой проезд),Люберецкие поля,Юго-Восточный административный округ,Москва,140009,район Некрасовка
52d250ea07a4ca1a9d56f3e0ffe5832a,32/56,проспект Ленинского Комсомола,5-й микрорайон,,Московская область,142701,городское поселение Видное
bf56d51e661c2512b1191f2e357c3e27,4,1-й Покровский проезд,Силикат,,Московская область,140003,
18e4e1d63b544c8b90840edac2195fee,1 с1,Привокзальная площадь,Железнодорожный,,Московская область,143989,Балашиха
c64671fe3844a4c1b138e8c450701ee8,,Ореховый бульвар,,Южный административный округ,Москва,115569,район Орехово-Борисово Южное
9a1e722526fa8caaebef52b88592b7c2,,улица Гурьянова,Печатники,Юго-Восточный административный округ,Москва,109548,район Печатники
9628e9933c949a5ed08e8ca8450a30c8,61 с1,Профсоюзная улица,район Черёмушки,Юго-Западный административный округ,Москва,117420,район Черёмушки
347bd79f2e5991c8b98191cce9bb0078,39 с79,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
1f5f588f5cd7629eb7b5aad8b3d6715d,72 к2,Ленинградский проспект,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
5e02d57cf0423a529d27d080fd39c088,10 к1,улица Мнёвники,район Хорошёво-Мнёвники,Северо-Западный административный округ,Москва,123103,
06ad7dbca5f8f3f98a3b2754d1427df9,39 с79,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
5102a6f65dd3652a673813947a771e69,43 с1,Сельскохозяйственная улица,Свиблово,Северо-Восточный административный округ,Москва,127560,район Свиблово
005781b9cfda88434a8dd976dc19da44,,,район Раменки,Западный административный округ,Москва,119192,
75eacc0b437d1be5add8821ce4224a8e,25,,Люберецкие поля,Юго-Восточный административный округ,Москва,111674,район Некрасовка
eee67860c900a2fb65e4fde31660b40e,,,Столбово,Новомосковский административный округ,Москва,142771,поселение Сосенское
0ceb5efc073e4c9aa6c9b48c67c6e93d,69Г,Измайловское шоссе,район Измайлово,Восточный административный округ,Москва,105187,
9fbcd88d9e089d4e51ed855f49257d50,8А,улица Старый Гай,Вешняки,Восточный административный округ,Москва,111402,район Вешняки
d2f90d18a2e6b22d8565f0d8aeadeab0,72 к3,Ленинградский проспект,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
f9b36868ac5dd8d127ffcbf4642def1a,,проспект Андропова,Коломенка,Южный административный округ,Москва,115114,район Нагатинский Затон
e9a26233b5f77259c1d306d8ce5a03fd,19,улица Гарибальди,район Черёмушки,Юго-Западный административный округ,Москва,117335,район Черёмушки
b7e8b3e4c1b5d16221fb828337a19c8b,72 к3,Ленинградский проспект,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
9eb0e6e16d06a0dddc2cce2be4e3227c,17 с11,Комсомольский проспект,район Хамовники,Центральный административный округ,Москва,115054,
d6dc9890b37f6c0cdbb277e2775312dc,,Ленинградский проспект,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
e6ec27383d6dcd244bc034d3b5326277,72 к3,Ленинградский проспект,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
f717dec06ef18ef1537f4f57303a616b,10,2-я Филёвская улица,район Филёвский Парк,Западный административный округ,Москва,121096,
d4fdee036dea53663d898132917e66cc,7 к20Б,Багратионовский проезд,район Филёвский Парк,Западный административный округ,Москва,121087,
aa887cc683aba0ce6e603262dffc67c2,18 к7,проспект Андропова,,Южный административный округ,Москва,115114,Даниловский район
a7122b7be0b59b6247aee4a8839a1abe,7 с10,Боровая улица,район Лефортово,Юго-Восточный административный округ,Москва,111020,
3e10df7b340c9c6bdbf4b975abcfd66f,,улица Грекова,Северное Медведково,Северо-Восточный административный округ,Москва,127543,район Северное Медведково
d768eb30073d6bfd85d1fa593c647070,20,улица Льва Толстого,район Хамовники,Центральный административный округ,Москва,119034,
97df07e58c9c0773a25b9e2da3057f21,72 к3,Ленинградский проспект,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
9ad1feb68db4b7542c2ea30ef0161bcd,18 к7,проспект Андропова,,Южный административный округ,Москва,115114,Даниловский район
70a3f4da9a88af548c7b6f303b9f7cc2,39 с79,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
af748c1349fbe0a0fbbd21b00e468a4c,72 к3,Ленинградский проспект,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
a1a5e1675c49146e8d3c3d823320006b,39 с79,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
b23ad7bc85c9b3af9ae1c7be54d06a6d,31/45,Новогиреевская улица,,Восточный административный округ,Москва,111397,район Перово
56c4748eee4cc4d822e38a71da6aedfb,39 с14,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
8a0545986b43e024f4b0523d3fbc6258,72 к3,Ленинградский проспект,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
13221a6b62a96b0f4883f87128e24e19,,Ленинградский проспект,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
a9c436fa7a2e007927aa1a25b944c470,72 к3,Ленинградский проспект,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
6643bcf5f2cdf1f370f66a1508d03cf5,74 к1,проспект Маршала Жукова,район Хорошёво-Мнёвники,Северо-Западный административный округ,Москва,123103,
314ce4bb3a624d9d715b9dbf51937090,55,улица Архитектора Власова,Обручевский,Юго-Западный административный округ,Москва,117630,Обручевский район
6a7a1ad44e8295905a5c1455a44b1e4c,72 к2,Ленинградский проспект,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
3580fc6be0e9081120a5dc0fd5e7fc90,20,улица Вавилова,Академический,Юго-Западный административный округ,Москва,117449,Академический район
1f8c2511234af5353782de507136eaf5,72 к3,Ленинградский проспект,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
e5d41922424b81262763e6997eeb4f43,,Ленинградский проспект (дублёр),Сокол,Северный административный округ,Москва,125167,район Сокол
8b12b9ce2de00df10b28f81d9728dc48,72 к3,Ленинградский проспект,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
a229cfdde7fd215a160dcc9260a53083,,,район Чертаново Южное,Южный административный округ,Москва,117534,
ccccd7d3f1d1b4500ff024b5976d8c72,,,район Ховрино,Северный административный округ,Москва,125475,
f11194fd5ec6f55ee91ea40faebced7e,14,улица Орджоникидзе,Донской,Южный административный округ,Москва,115419,Донской район
6c5a8ef693d28b81b9aafc788c0de692,39 с79,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
c36f823022eb5ce04512b7e194b03317,72 к2,Ленинградский проспект,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
6a4457490160da87d5f61ff772e1c74e,72 к3,Ленинградский проспект,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
f8265d8792448c27d2706de8ba5dc037,71 кГ,Ленинградский проспект,Сокол,Северный административный округ,Москва,125057,район Сокол
95bda68f17c402f3b31633c91dcfbad5,,улица Радио,Басманный район,Центральный административный округ,Москва,105005,
91d9a004ce3b199a9bac1264a946ff0c,7 к2,Дорожная улица,район Чертаново Южное,Южный административный округ,Москва,117535,
780dd3777c4dac4b84b9ab8d0845a4d2,39 с79,Ленинградский проспект,Хорошёвский район,Северный административный округ,Москва,125167,
e2643f533beaee9360315376c390e724,72 к3,Ленинградский проспект,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
5efc864e8dbdb6b8d0a57af64de2cba4,72 к3,Ленинградский проспект,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
ee2ec9d8656666bc30f26a753f027d08,72 к2,Ленинградский проспект,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
4b2ee9e0ca1a2a6f41e0280bbafc5bad,41 к3,Шипиловская улица,Зябликово,Южный административный округ,Москва,115569,район Зябликово
338f6e07f5853da15816e9cb0e88daf8,1 с52,,район Раменки,Западный административный округ,Москва,119234,
944aaf5b6891f148d654f0ae9dc66a80,20,улица Самуила Маршака,Переделкино Ближнее,Новомосковский административный округ,Москва,108817,поселение Внуковское
7ce18b20d5b19f11f4d8ac0cb46faa90,24 к2,улица Героев Панфиловцев,Северное Тушино,Северо-Западный административный округ,Москва,125373,район Северное Тушино
558559ee68a5720dc385795322ba7215,10 к2,Новомытищинский проспект,Шараповка,,Московская область,141014,Мытищи
3a83ea4362becdcc0a35ae6eb0b6cab2,,улица Римского-Корсакова,Отрадное,Северо-Восточный административный округ,Москва,127566,район Отрадное
a2f3ec87167c7a7bcc199f6ecebc00a3,4,2-й Рупасовский переулок,Рупасово,,Московская область,141006,Мытищи
ff8a40882785daad1f3c707c950ee994,26 с1,улица Бутырский Вал,Тверской район,Центральный административный округ,Москва,125047,
4cccadbbaa348f2ceb1db2042cdb9551,37/6,Трубная улица,Мещанский район,Центральный административный округ,Москва,115054,
9faf6949d679f1ffca941c4093866b40,,Новосходненское шоссе,Молжаниновский,Северный административный округ,Москва,141400,Молжаниновский район
042dcde1a50db9111b9a740d5ff8f9ae,,Октябрьская улица,Дружба,,Московская область,140152,Мытищи
ae194269bafdc1aa56336db1e271ef6a,17,Винницкая улица,район Раменки,Западный административный округ,Москва,119192,
bab8d345166f8e9ff9fd5cac781760cb,22,улица Авиаторов,Солнцево,Западный административный округ,Москва,119620,район Солнцево
8da6beab973aa3e779ddd62fd1d64d31,9,Малахитовая улица,Ростокино,Северо-Восточный административный округ,Москва,129128,район Ростокино
cc0a7b778dd26d70b1e1e90a880f0bfd,27 к1,улица 50 лет Октября,Солнцево,Западный административный округ,Москва,119619,район Солнцево
8947e347ee68af64420d4c642f85c844,21А,проспект Андропова,Коломенка,Южный административный округ,Москва,115487,район Нагатинский Затон
39f7b61a05e8d12c6ac0987c78feeeeb,,улица Авиаконструктора Микояна,Хорошёвский район,Северный административный округ,Москва,125167,
168f6394fa8830cf55bc535c3376f2dc,12,улица Сущёвский Вал,Марьина Роща,Центральный административный округ,Москва,103555,район Марьина Роща
ebc6b492614c5aae85adc15285ea712a,61,Изюмская улица,район Южное Бутово,Юго-Западный административный округ,Москва,142718,
efa3ba4537cb637e4eccd4d6f15a2b63,32/1,Суздальская улица,Новокосино,Восточный административный округ,Москва,111672,район Новокосино
bf5c4c8caad63f0249c498b58a54a401,16/2,Звёздный бульвар,Останкинский район,Северо-Восточный административный округ,Москва,127427,
c5741ea77243379f91c6dcd2416dc89a,72 к3,Ленинградский проспект,Аэропорт,Северный административный округ,Москва,125167,район Аэропорт
d3cf112b3dcb8a273db663d0359cda22,6,улица Стефановского,Чкаловский,,Московская область,141103,Щёлково
9aa963d8610873e7b815c0b889b6edc7,6 с3,Вилюйская улица,район Южное Медведково,Северо-Восточный административный округ,Москва,127560,
01c52b2b5260a90a51705db8ccf4e1d8,,Университетский проспект,Гагаринский,Юго-Западный административный округ,Москва,119333,Гагаринский район
ebc6754a9eb2a53b7de6f6149cc3be49,17,улица Мельникова,Южнопортовый район,Центральный административный округ,Москва,109044,Южнопортовый район
0e95d9a98185301749704f250995b54a,2,площадь Савёловского Вокзала,Бутырский,Северо-Восточный административный округ,Москва,127015,Бутырский район
daff8f759515e4e17384ded48f5f55e3,26 с1,улица Бутырский Вал,Тверской район,Центральный административный округ,Москва,125047,
1242a15a993f5313a64f54f662975caf,50,Юбилейный проспект,Новые Химки,,Московская область,141407,Химки
0a06a733b21e7d6ca0f5ac3269eea487,,улица Авиаконструктора Микояна,Хорошёвский район,Северный административный округ,Москва,125167,
5cd2fb5817eb6b6195c8c1deff464714,71 кГ,Ленинградский проспект,Сокол,Северный административный округ,Москва,125057,район Сокол
